Filename,DataType,Size,Algorithm,TimeSecondsMean,TimeSecondsStd,ComparisonsMean,ComparisonsStd,MemoryBytesMean,MemoryBytesStd
po200000.txt,Partially Ordered,200000,MergeSort,0.0195238,0.00016590720297805073,1877179.0,0.0,14151424.0,0.0
po200000.txt,Partially Ordered,200000,QuickSort,0.0177058,4.811132922711749e-05,6453285.0,0.0,0.0,0.0
po2000000.txt,Partially Ordered,2000000,HeapSort,0.3638324,0.014200304267866937,70675860.0,0.0,0.0,0.0
po2000000.txt,Partially Ordered,2000000,MergeSort,0.2206668,0.0011173543305505265,21207389.0,0.0,167611392.0,0.0
po2000000.txt,Partially Ordered,2000000,QuickSort,0.912162,0.00832677422535279,432568888.0,0.0,0.0,0.0
po30000.txt,Partially Ordered,30000,HeapSort,0.0045146,1.9060430215501177e-05,826326.0,0.0,0.0,0.0
po30000.txt,Partially Ordered,30000,MergeSort,0.0026278,1.9485892332659628e-05,280576.0,0.0,1788928.0,0.0
po30000.txt,Partially Ordered,30000,QuickSort,0.0018126,1.1104053313993125e-05,429850.0,0.0,0.0,0.0
po500.txt,Partially Ordered,500,HeapSort,5.560000000000001e-05,2.1908902300206663e-06,7702.0,0.0,0.0,0.0
po500.txt,Partially Ordered,500,MergeSort,3.88e-05,4.472135954999566e-07,3319.0,0.0,17952.0,0.0
po500.txt,Partially Ordered,500,QuickSort,2.82e-05,8.366600265340782e-07,4059.0,0.0,0.0,0.0
po5000.txt,Partially Ordered,5000,HeapSort,0.000639,8.45576726264386e-06,112039.0,0.0,0.0,0.0
po5000.txt,Partially Ordered,5000,MergeSort,0.0003902,5.40370243444253e-06,41373.0,0.0,247232.0,0.0
po5000.txt,Partially Ordered,5000,QuickSort,0.0002884,3.911521443121585e-06,55796.0,0.0,0.0,0.0
po50000.txt,Partially Ordered,50000,HeapSort,0.0076878,2.1217916957137563e-05,1450346.0,0.0,0.0,0.0
po50000.txt,Partially Ordered,50000,MergeSort,0.0044892000000000005,5.1591665993647087e-05,464095.0,0.0,3137856.0,0.0
po50000.txt,Partially Ordered,50000,QuickSort,0.0031004,3.970264474817757e-05,820840.0,0.0,0.0,0.0
po500000.txt,Partially Ordered,500000,HeapSort,0.0862202,0.008686634687840854,16170998.0,0.0,0.0,0.0
po500000.txt,Partially Ordered,500000,MergeSort,0.05104499999999999,0.00044905233547995005,4861660.0,0.0,37902848.0,0.0
po500000.txt,Partially Ordered,500000,QuickSort,0.0725194,0.0001379032269383132,31671783.0,0.0,0.0,0.0
po7500.txt,Partially Ordered,7500,HeapSort,0.0010094000000000001,2.5065913109240676e-05,176395.0,0.0,0.0,0.0
po7500.txt,Partially Ordered,7500,MergeSort,0.0006082,2.945674795356743e-05,65164.0,0.0,387232.0,0.0
po7500.txt,Partially Ordered,7500,QuickSort,0.00044039999999999997,7.02139587261677e-06,88616.0,0.0,0.0,0.0
po75000.txt,Partially Ordered,75000,HeapSort,0.011888,0.00019844646633286283,2232546.0,0.0,0.0,0.0
po75000.txt,Partially Ordered,75000,MergeSort,0.0068687999999999996,4.854070456843401e-05,683151.0,0.0,4875712.0,0.0
po75000.txt,Partially Ordered,75000,QuickSort,0.0048622,3.701621266418245e-05,1430343.0,0.0,0.0,0.0
po750000.txt,Partially Ordered,750000,HeapSort,0.1263446,0.00010381859178394905,24965052.0,0.0,0.0,0.0
po750000.txt,Partially Ordered,750000,MergeSort,0.0792786,0.0015105619153149574,7592726.0,0.0,58805696.0,0.0
